UrlHash	Prompt	RefinePrompt
Random10052_Prompt1	 Massachusetts home kitchen table at golden hour: left side softly cluttered with scattered bills and statements; right side neatly ordered stack with a simple binder clip and a blank monthly calendar page, implying a plan. A calm woman in her late 30s, cozy cardigan, relaxed shoulders, looks down at the organized side, not at camera. A phone rests nearby at a natural slight angle with a soft, unreadable glow; no legible screens. New England window view with maple leaves blurred. 50mm prime, f/2.8, shallow depth, natural perspective, soft bokeh. Correct anatomy, natural hands and limbs, sharp focus on the organized outcome, clean composition, uncluttered background, no extra text, no logos, no watermark, no UI elements. 	 Warm late-afternoon light fills a Massachusetts kitchen, falling across a wooden table. On the left, a gentle scatter of bills and statements suggests a busy week; on the right, a neat stack held with a simple binder clip sits beside a blank monthly calendar page. A woman in her late thirties, wearing a cozy cardigan, rests with relaxed shoulders and a calm expression, looking down toward the organized side rather than the camera. A smartphone lies nearby at a natural angle, its screen casting a soft, diffuse glow. Through a New England window, maple leaves soften into warm colors in the background. The organized stack catches the sunlight with crisp paper edges and subtle texture, while the clutter fades into softer shadow. The knit of her cardigan and the grain of the table are clearly visible, with gentle depth and natural falloff in the scene’s quiet, golden tone. 
Random1005_Prompt5	 Light drizzle on open pasture: dairy cows wearing solar collars form a neat line, stopping at an invisible boundary; beads of rain on collar surfaces show rugged reliability. A transmission tower rises in the misty background. A farmer (30s, hi-vis rain jacket, natural build) holds a phone at a slight angle, glancing toward the herd; screen softly reflects sky, unreadable. Value-first framing: precise herd control and collar detail. Natural perspective, 50mm prime, f/2.8, shallow DOF, realistic textures, clean composition. Candid, no eye contact. Correct anatomy, natural hands. No extra text, no logos, no watermark, no UI elements. Efficient, professional tone. 	 A light drizzle falls over an open pasture as dairy cows wearing solar collars form a straight line, pausing at an unseen boundary. Beads of rain cling to the collar housings and small solar panels, catching the soft grey light and revealing scuffs and sturdy straps. In the misty distance, a transmission tower rises with a softened outline. At the edge of the herd, a farmer in a hi-vis rain jacket holds a phone with a natural grip, glancing toward the cows; the screen mirrors the pale sky and remains indistinct. The view feels eye-level, with crisp detail on the collars and the orderly line of animals, while the far grass and tower fade gently into blur. Wet hides, darkened grass, and fine droplets on the jacket mark the weather, with soft shadows and a calm, practical mood. The moment is unposed, the farmer focused on the herd, and the scene quietly emphasizes precise control and durable equipment without feeling staged. 
Random10051_Prompt1	 Lifestyle hospitality photo of a sunlit guest bedroom in a coastal Dar es Salaam apartment: crisp white linens, layered neutral throws, woven textures, a small balcony with palms and ocean light beyond. Implied before/after: soft shadows near the doorway transitioning into an ordered, freshly made bed, suitcase neatly tucked by a rattan bench. Natural morning glow, warm wood floors, a carafe of water and two glasses on a bedside tray with faint steam from tea. 50mm prime, f/2.8, shallow depth, subject in sharp focus, gentle bokeh on background balcony. Correct anatomy if any hand appears, natural hands and limbs, sharp focus, clean composition, uncluttered background, no extra text, no logos, no watermark, no UI elements. 	 A sunlit guest bedroom in a coastal Dar es Salaam apartment. Morning light streams through open balcony doors, catching the palms outside and filling the space with a gentle, warm glow. The bed is freshly made with crisp white linens and layered neutral throws, showing fine cotton texture and soft, natural folds. Woven accents and a rattan bench sit at the foot of the bed, with a suitcase neatly tucked beside them. Warm wood floors show a soft sheen where the light falls, while mild shadows gather near the doorway and lead into the bright, ordered center of the room. On a bedside tray, a glass carafe of water and two tumblers stand next to a cup of tea with faint steam rising. The balcony view feels airy and bright, with the distant scene appearing softly luminous so the room’s calm details remain the focus. 
Random10049_Prompt1	 Warm evening at home: an adult’s hands mid-pour swirl amber whiskey into a glencairn on a walnut table; two unbranded whiskey bottles and a small water carafe sit softly blurred behind. Focus on the rich liquid texture, glass refraction, and clean surface. Natural side lighting, premium yet relaxed connoisseur vibe. 50mm prime lens, f/2.8 shallow depth, tasteful bokeh; candid angle, subject not looking at camera. Correct anatomy, natural hands and limbs, realistic skin, sharp focus, clean composition, uncluttered background. Adults only, responsible enjoyment, no intoxication cues, no minors, no pregnancy, no driving. No extra text, no logos, no brand names, no watermark, no UI elements. Photorealistic, high-quality rendering. 	 A warm evening at home. An adult’s hands tilt a bottle as amber whiskey swirls into a glencairn on a walnut table. The liquid catches the side light, showing fine ripples, tiny bubbles, and clear, curved reflections through the glass. Two bottles and a small water carafe sit farther back, softly out of focus with indistinct labels. The light is gentle and warm, laying soft highlights on the rim and a quiet gradient across the wood grain. It feels calm and considered, a measured pour in a tidy space. Skin tones look lifelike, with subtle texture at the knuckles and fingertips. Shadows fall naturally, and the background stays simple so the moment and materials remain clear. The viewpoint is candid, centered on the hands and the glass, with crisp detail at the pour and a smooth blur behind. 
Random10056_Prompt4	 Editorial still life: a clean stack of generic “official” forms (no text), a sealed envelope, and polished house keys on a slate surface. Subtle brick texture in the softly blurred background hints at UK residential properties. Balanced, minimalist composition conveys reliability and preparedness—the tangible feeling of cover in place. Cool daylight with gentle shadows; premium material textures. 50mm prime lens, f/2.8, shallow DOF. No humans. Sharp focus, clean composition, uncluttered background, no extra text, no logos, no watermark, no device screens or UI elements.  	 A neat stack of blank official forms rests beside a sealed envelope and a small set of polished house keys on a charcoal slate surface. In the softly blurred background, the faint texture of brick suggests a UK residential setting. Cool daylight washes across the scene, casting gentle, well-defined shadows and bringing out the subtle grain of paper, the smooth shine of metal, and the matte stone. The arrangement is simple and orderly, creating a calm sense of reliability and preparedness, as if cover is already in place. Focus is crisp on the items, with depth falling naturally into a soft blur toward the background, and colors appear true and understated. 
Random10065_Prompt5	 Abstract digital composition: a ribbon-like learning timeline threads through layered, frosted-glass modules snapping into alignment, a progress ring fills smoothly, and a subtle certificate seal hovers at center. Cool healthcare blues on matte white, glowing acrylic edges, crisp micro-shadows, and spacious Z‑depth express order, affordability, and reliability. Poster-like hierarchy with the seal as focal point; cinematic light rays and tasteful bokeh emphasize momentum. No devices, no humans. Safety and quality: high fidelity, clean composition, no artifacts, no distortion, no logos, no watermark, no brand names, no extra text. 	 An abstract composition shows a slender ribbon of a learning timeline weaving through layered panels of frosted glass that settle into tidy alignment. At the center, a subtle certificate seal hovers over a matte white background, encircled by a progress ring that fills smoothly. Cool healthcare blues glow along acrylic-like edges, and fine, soft shadows give the layers a generous sense of depth. Gentle shafts of light and soft out-of-focus highlights guide attention to the seal and suggest calm forward motion, while the orderly spacing feels approachable and trustworthy. 
Random10049_Prompt3	 Backyard gathering at golden hour: a stainless beer keg beside an ice tub; an adult host connects the coupler with confident, precise hands. Softly blurred adults raise glasses in the background under string lights. Focus on polished metal, condensation, and clean tap components; efficient setup, celebratory yet responsible mood. Dynamic side view, 35mm lens, f/2.8 shallow depth, warm bokeh. Correct anatomy, natural hands and limbs, realistic materials, sharp subject, uncluttered scene. Adults only, responsible enjoyment, no intoxication cues, no minors, no pregnancy, no driving. No extra text, no logos, no brand names, no watermark, no UI elements. High-fidelity, natural lifestyle realism. 	 Warm late-afternoon light washes across a quiet backyard as string lights begin to glow. In the foreground, a stainless steel beer keg stands beside a tub packed with ice, its polished surface catching amber reflections and beading with condensation. An adult host leans in and connects the coupler with steady, practiced hands; the tap and fittings look clean and neatly arranged, with hoses tucked close. Behind them, softly blurred adults raise their glasses and chat under the lights, their gestures easy and unhurried. The view comes from a close side angle, keeping the hands and hardware crisp while the background falls into a gentle, warm blur. Natural textures—cool metal, melting ice, and weathered wood—are clearly visible, with soft shadows stretching across the patio and a calm, celebratory mood in the air.
Random10059_Prompt4	 Comfortable UK lounge: a 60‑65 year‑old couple (White British + Mixed heritage, neutral builds) sit close on a sofa with tea, speakerphone on the coffee table; they glance toward the phone, attentive and at ease, not at camera. A neat folder of documents and pen implies order. Focal point: peaceful, guided decision‑making. 50mm prime, f/2.8, shallow DOF, warm window light, clean composition, uncluttered background. Correct anatomy, natural hands and limbs, realistic skin. Device angled naturally with soft reflections; UI not readable. No extra text, no logos, no watermark, no brand names. 	 A calm living room in a British home, warmed by soft daylight from a nearby window. A White British man in his early sixties and his mixed‑heritage partner sit close together on a comfortable sofa, each with a cup of tea. Their attention rests on a compact speakerphone set on the coffee table, and their expressions are relaxed and engaged, as if listening to guidance while making a decision together. The table is tidy, with a neatly stacked folder and a pen suggesting order.  Warm light skims their faces and hands, revealing natural skin tones and fine textures, while gentle shadows shape their features and give a sense of depth. The device is angled casually, its surface catching soft reflections; any screen or indicators appear faint and not readable from this viewpoint. Their posture is easy and believable, with relaxed shoulders and hands. Cozy, muted colors and the visible weave of the sofa fabric, the porcelain shine of the teacups, and the wood grain of the table add a grounded, realistic feel. The background remains uncluttered and softly out of focus, keeping the scene quiet and centered on the couple and the speakerphone. 
Random10049_Prompt4	 Living room spread: a curated multi-bottle bundle—unbranded whiskey, wine, and beer—arranged symmetrically on a low table beside citrus peels, a neat ice bucket, and clean glassware. An adult’s hand places the final bottle; faces remain out of frame. Warm, inviting light conveys premium yet accessible hosting. 50mm prime lens, f/2.8 shallow depth; sharp focus on bottles and glass textures, background guests gently blurred. Correct anatomy, natural hands and limbs, realistic materials, sharp focus, clean composition, uncluttered scene. Adults only, responsible enjoyment, no intoxication cues, no minors, no pregnancy, no driving. No extra text, no logos, no brand names, no watermark, no UI elements. Photorealistic quality. 	 A cozy living room set for a relaxed gathering, with a low coffee table arranged in a simple, symmetrical spread. Plain, label‑free bottles of whiskey, wine, and beer sit beside curled citrus peels, a polished ice bucket, and clear glassware. An adult hand reaches in to place the final bottle, with faces kept out of view. Warm amber light washes across the scene, catching the glass and liquid in soft highlights and subtle reflections, while gentle shadows fall over the wood grain. The bottles and glass textures appear crisp, with condensation beading on the ice bucket and fine detail in the citrus zest. Guests linger in the background, softly out of focus, adding depth without distraction, and the tidy setup feels inviting, as if a comfortable evening is about to begin. 
Random10049_Prompt2	 Top-down flat lay: a simple kraft gift box with tissue cradles two unbranded 750 mL wine bottles; an adult’s hands tie a satin ribbon on a bright kitchen counter. Morning light, subtle reflections on glass, elegant yet approachable bundle impression. Emphasize bottle texture, cork detail, and neat arrangement. 35mm lens, f/2.8 shallow depth, crisp focus on hands and ribbon, background gently blurred. Correct anatomy, natural hands and limbs, realistic lighting, clean composition, uncluttered setting. Adults only, responsible context, no minors, no pregnancy. No extra text, no logos, no brand names, no watermark, no UI elements. Photorealistic quality, premium feel without overt promotion. 	 A top-down view of a simple kraft gift box on a bright kitchen counter. Inside, pale tissue cradles two plain, label-free 750 mL wine bottles, their corks and clear glass catching soft morning light. An adult’s hands are mid-motion tying a satin ribbon around the box, the fabric gliding between fingers with a gentle sheen. Subtle reflections travel along the bottles, and fine textures in the tissue and kraft paper are clearly visible. The arrangement is neat, with the counter surrounding the gift uncluttered and softly receding as the light casts natural, soft-edged shadows. Colors appear warm and true to life, and the combination of a satin ribbon with the simple kraft box lends a calm, approachable character while keeping the bottles naturally integrated into the scene. 
Random10048_Prompt4	 Restorative therapy gym just after a session: parallel bars gleam, sanitized handles with subtle sheen, a neatly parked wheelchair and walker sit in soft bokeh, fresh towels stacked. Outcome-first: immaculate, ready-to-use equipment in sharp focus signals efficiency and care; order and light imply progress. Bright, welcoming clinical interior, natural daylight, warm neutral palette, compassionate recovery vibe. 50mm lens, f/2.8, slight three-quarter top-down angle, shallow depth of field. No people in frame. Correct proportions, photorealistic materials, true reflections, realistic shadows. Sharp focus, clean composition, uncluttered background. No extra text, no logos, no watermark, no UI elements. 	 A restorative therapy gym in the quiet moments after a session. Parallel bars run down the center, their polished rails catching soft daylight with a clean, freshly sanitized sheen. A wheelchair and a walker are neatly parked to the side, gently blurred in the background, ready for the next use. Fresh towels are stacked within easy reach. Warm neutral walls and pale flooring spread a welcoming glow, with natural light filling the space. Subtle reflections glint on metal fittings, and rubber grips show faint texture and recent cleaning. Soft, realistic shadows fall beneath the equipment, giving a grounded sense of depth and weight. Seen from a slightly elevated viewpoint, the foreground feels clear and detailed while the room opens gently behind it. The scene is calm and uncluttered, suggesting steady progress and compassionate care without anyone present. 
Random10048_Prompt1	 Sub-acute rehab session in a modern therapy gym: a late-60s patient (light brown skin, salt-and-pepper hair, hospital socks) takes steady steps between parallel bars while a therapist (30s East Asian woman, navy scrubs) provides hip support and verbal cues. Value-first: confident stride and aligned posture in sharp focus; an out-of-focus wheelchair behind implies before, sunlit path ahead implies after. Clean, bright clinical interior, organized equipment, compassionate, professional mood. 50mm prime lens, f/2.8, dynamic side view, shallow depth of field, natural perspective. Soft morning daylight, gentle bokeh. Candid; no one looks at camera. Correct anatomy, natural hands and limbs, realistic skin, accurate proportions. Sharp focus on the action, clean composition, uncluttered background. No extra text, no logos, no watermark, no UI elements. 	 In a bright, modern therapy gym, a late-sixties patient with light brown skin and salt‑and‑pepper hair takes steady steps between parallel bars. He wears soft hospital socks and moves with an upright, aligned posture. At his side, a therapist — an East Asian woman in her thirties wearing navy scrubs — supports his hip with one hand and offers quiet verbal cues, her attention fixed on the rhythm of his stride.  Soft morning daylight fills the room, catching a gentle sheen on the metal bars and giving the skin tones a warm, natural look. The action is clear and detailed, while the surroundings fall into a smooth, understated blur: a wheelchair sits out of focus behind them, and ahead, a sunlit corridor suggests a hopeful path forward. The gym interior is clean and well organized, with neatly arranged equipment and open floors. Subtle shadows under their feet add depth, and no one looks toward the camera, leaving the moment candid and compassionate with a calm, professional mood. Viewed from the side, the scene feels natural and unposed, centered on the patient’s confident steps and the therapist’s careful support. 
Random10056_Prompt2	 Extreme close-up macro of neatly stacked policy documents on matte desk, premium paper texture, metal binder clip, and house keys beside them. A smartphone lies nearby at a slight angle; screen shows a generic policy confirmation UI shape (a green checkmark and a simple progress bar)—no readable text. Soft window light, gentle shadows; background softly blurred to imply UK-based specialists without overt signage. Visual outcome: organized, ready-to-use cover. 50mm prime lens, f/2.8, shallow DOF. Sharp focus on paper and keys. Correct anatomy (if hands present), natural hands, clean composition, uncluttered background, no extra text, no logos, no watermark.  	 A close, detailed view of neatly stacked policy documents on a matte desk, their premium paper showing a fine, crisp texture. A small metal binder clip secures the pages, and a set of house keys rests beside them, the brushed metal catching soft window light. A smartphone lies nearby at a slight angle; its screen shows a simple confirmation screen with a green checkmark and a plain progress bar, more shapes than readable text. The paper and keys appear crisp while the background slips into a gentle blur, hinting at a UK office through the glow of a bright window and the muted suggestion of brick terraces beyond. Shadows fall softly across the surface, adding quiet depth. The arrangement feels calm and prepared, as if the cover is ready to use; the edge of a relaxed hand is visible near the documents, poised to pick up the keys. 
Random10048_Prompt2	 Inpatient room sit-to-stand to walker: a patient (early 70s white male, short gray hair) rises from a bedside chair to a height-adjusted walker as a therapist (40s Black male, calm expression) maintains a gait belt and knee block. Outcome-first: the first upright moment captured mid-motion, heels planted, hands reaching secure grips. Behind, neatly made bed softly blurred; ahead, brighter open hallway suggests progress. Professional, clean clinical setting, discreet equipment. 35mm lens, f/2.8, dynamic side angle, shallow DOF, natural daylight. Candid interaction, eyes on task. Correct anatomy, natural hands and limbs, realistic skin, accurate weight-bearing. Sharp focus on the transfer, clean composition, uncluttered background. No extra text, no logos, no watermark, no UI elements. 	 A patient in his early seventies, a white man with short gray hair, rises from a bedside chair toward a walker set to his height. It is the first upright moment, caught mid-motion: his heels stay planted, fingers reach for the textured rubber grips, knuckles tighten slightly, and his weight begins to shift through his legs. Beside him, a Black male therapist in his forties stands close with a calm, steady expression, one hand secure on a snug gait belt and his knee positioned as a supportive block to keep the stance stable. Natural daylight from a nearby window spreads softly across the room, putting gentle highlights on the brushed metal frame of the walker and giving even, true-to-life color to their skin. Subtle shadows under the chair and along the floor add depth. Behind them, a neatly made bed falls softly out of focus, while a brighter open hallway ahead suggests a clear path and progress. The clinical setting feels tidy and quiet, with discreet equipment and smooth floors that catch faint reflections. Seen from the side, the moment is candid and purposeful, their eyes on the task as hands and limbs move in a natural, balanced way. 
Random10048_Prompt3	 Therapy stairs training in a rehab gym: a middle-aged woman (Latina, athletic build, ponytail) steps up one stair with a cane while a therapist (50s white female) guards closely, one hand near shoulder, the other hovering at the gait belt. Outcome-first: planted foot and stable knee in crisp focus; lower step with folded cane and walker softly blurred as before, brighter landing ahead as after. Sunlit, hygienic interior, organized rails, professional trust. 50mm prime, f/2.8, dynamic side view, shallow depth, natural perspective. Candid, no eye contact. Correct anatomy, natural hands and limbs, realistic skin, accurate joint angles. Sharp focus, clean composition, uncluttered background. No extra text, no logos, no watermark, no UI elements. 	 Inside a sunlit rehab gym, a middle-aged Latina woman with an athletic build and a neat ponytail steps up onto the therapy stairs using a cane. A white female therapist in her fifties stays close at her side, one hand poised near the shoulder and the other hovering at the gait belt, attentive without intruding. The planted foot and steady knee are in crisp focus, with the rubber tread and subtle muscle contours clearly visible, while a folded spare cane and a parked walker near the lower step soften into blur; the landing ahead catches brighter light that hints at progress. Polished rails frame the staircase, and the tidy, hygienic interior has clean floors and an uncluttered backdrop, with warm daylight giving natural skin tones and gentle, believable shadows. Seen from a natural side angle, their posture and hand placement feel candid and practical, and neither looks toward the camera. 
Random1005_Prompt2	 Extreme close-up of a solar-powered cow collar on a dairy cow’s neck: matte polymer housing, rugged buckle, sunlight glinting on the panel, fine dew droplets and light mud specks for real-world durability. Background bokeh reveals calm herd and a distant transmission tower in an open field. Value-first framing: the collar’s materials and solar panel are the subject. Shot on a 50mm prime at f/2.8, shallow depth, natural color, realistic texture. Correct cow anatomy, clean composition, uncluttered background. No humans. No extra text, no logos, no watermark, no UI elements. Professional reliability and tech-enabled efficiency conveyed through build quality. 	 A tight, close view of a dairy cow’s neck wearing a solar-powered collar. The matte polymer housing rests snug against the hide, with a thick strap and solid metal buckle seated firmly. Sunlight glints across the small panel, edging the glass with a bright highlight. Fine dew beads and a few pale flecks of dried mud cling to the surface, while neat seams and clean edges show careful construction. Short hairs and gentle skin folds around the collar are crisp, with soft shadows giving the device a sturdy, well-made presence. In the distance, an open field falls into a smooth blur where a calm herd and a transmission tower stand under clear sky. Natural daylight brings warm, true-to-life color and visible texture, keeping the collar and its materials as the clear focus. 
Random10047_Prompt3	 Conference room, dynamic side view: two diverse attorneys (mid-30s–50s, professional attire, minimal makeup) calmly reviewing an organized case folder. A laptop sits off to the side at a natural angle showing faint, non‑legible generic quote fields. Value-first: orderly materials and visible relief. 50mm prime, f/2.8, shallow depth of field, natural perspective, soft daylight bokeh. Candid interaction; subjects look at documents, not the camera. Correct anatomy, natural hands, clean composition, uncluttered background, subtle screen reflections. No logos, no brand names, no watermark, no extra text. Professional trust and efficient process implied. 	 A quiet conference room seen from a natural side angle. Two attorneys of different backgrounds in their mid‑30s to 50s sit together in professional attire, calmly reviewing a neatly organized case folder on the table. A laptop rests off to the side at a comfortable angle, its screen showing faint, generic form fields that are not meant to be read. Soft daylight falls across the table, revealing the texture of the paper and the smooth finish of the wood, while the background fades gently out of focus. Their posture is relaxed and attentive, with natural hand movements as they turn a page and point out details. The scene feels orderly, with a clear surface and materials arranged with care. Subtle reflections touch the laptop screen and tabletop. Their expressions show focus and quiet relief, suggesting trust and an efficient process. 
Random1005_Prompt1	 Dawn herd shift on an open pasture: a focused line of dairy cows wearing solar-powered collars pauses at a precise grazing boundary, lush grass untouched beyond. Collars catch warm sunrise; a farm transmission tower sits on the horizon. A farmer (mid-30s, practical jacket, natural build) stands back, phone held at a slight angle with subtle reflections; screen content not readable. Value-first framing: orderly herd and collars are the focal point. Natural perspective, shot on a 50mm prime at f/2.8, shallow depth of field, clean composition. Candid: no one looks at camera. Correct cow anatomy, natural hands and limbs, realistic textures. No extra text, no logos, no watermark, no UI elements. Professional, efficient, reliable vibe. 	 At dawn on an open pasture, a line of dairy cows wearing solar-powered collars pauses precisely at the grazing boundary, with lush grass beyond still untouched. Warm sunrise light runs across the collars and along the cows’ backs, catching smooth edges and bringing out the texture of their coats, while soft shadows deepen the folds of grass and the curve of the field. A slim farm transmission tower sits on the horizon, quiet against a pale sky.  A farmer in their mid-thirties, dressed in a practical jacket, stands a short distance back, watching the herd. They hold a phone at a slight angle; the screen reflects the sky and glints with highlights that obscure its details. The scene is viewed from standing height, with the herd and their collars naturally becoming the focal point. The foreground feels crisp and true to life, while the distant pasture gently softens, giving a clear sense of space.  The cows look calm and well-proportioned, their faces turned toward the boundary as if waiting. The grass carries a faint sheen from early dew, and the collar surfaces reflect a warm gold. The farmer’s posture and hands appear relaxed and natural. The overall moment is orderly and steady, suggesting quiet efficiency in the morning routine. 
Random10047_Prompt2	 Extreme close-up macro of a freshly organized stack of legal documents with a formal header layout (no legible text), secured by a metal binder clip; a generic emboss-style seal and a sleek pen nearby. Value-first: the completed, orderly paperwork signaling risk mitigation. 50mm macro feel, f/2.8, shallow depth of field, tactile paper fibers, soft daylight, natural perspective. Clean composition, uncluttered desk surface, sharp subject. No humans, no devices. No logos, no brand names, no watermark, no extra text. Professional, reliable, efficient tone through material quality and precision. 	 A quiet desk scene captures a close-up of a freshly organized stack of legal documents held together by a steel binder clip. The formal header layout is clearly structured, with the wording softened and indistinct like a template. A subtle embossed seal catches the light near the edge, and a sleek pen rests alongside, suggesting the paperwork is complete and in order. Soft daylight from a nearby window glances across the paper, revealing fine fibers and crisp, aligned edges, while the background fades gently out of focus. The clear, understated desk surface reinforces a sense of precision and care through tidy alignment, sturdy materials, and calm, even shadows. 
Random10045_Prompt1	 A residential garage interior, dynamic side view: a technician (mid-40s, Black, neutral workwear without logos) fine-tunes a ceiling-mounted garage door opener motor. Gleaming rail, aligned chain, and neatly organized tools signal precision; the door glides smoothly in the background, homeowner (late 30s, Latina) watching with relieved expression, not looking at camera. Natural perspective, 50mm prime, shallow depth of field f/2.8, soft daylight, clean composition, uncluttered background. Correct anatomy, natural hands and limbs, realistic proportions, sharp focus on the motor unit. Before/after implied through lighting: shadowed old parts in a bin, bright, orderly installed system overhead. No extra text, no logos, no watermark, no UI elements. 	 A quiet residential garage shown from a natural side angle. A mid-40s Black technician in plain workwear reaches up to fine-tune a ceiling-mounted garage door opener. The motor housing and rail look freshly installed; the metal rail catches soft daylight and the chain sits straight, with neatly arranged hand tools on a nearby shelf. The door glides smoothly in the background, while a late-30s Latina homeowner stands a step back, watching with a relieved, at-ease expression, her gaze on the work. Gentle light from a side window creates clear highlights on brushed metal and a gradual falloff into deeper shadows along the ceiling and walls, giving realistic depth. The technician’s posture and hand placement feel natural as he adjusts a screw, and the motor unit shows crisp detail. A small bin below holds older, darker parts, contrasting with the bright, orderly system overhead to suggest the before and after. 
Random10045_Prompt2	 Extreme close-up macro of a safety sensor alignment at the garage door track: a technician’s hand (adult male, medium build) gently adjusts the bracket, a small green indicator glowing. The floor line is clean; the door is softly blurred, already moving quietly. Natural perspective, 50mm macro feel, shallow depth f/2.8, crisp details on screws and bracket, soft bokeh behind. Professional trust conveyed through tidy cabling and precise placement. Correct anatomy, natural hands, realistic proportions, clean composition, uncluttered background, sharp focus on the sensor. No extra text, no logos, no watermark, no UI elements. 	 An extreme close-up of a garage door safety sensor on the track shows a technician’s hand gently adjusting the bracket while a small green indicator glows. Soft daylight from the open garage highlights the brushed metal and the smooth plastic housing, revealing fine threading in the screws and light scuffs on the rail. Tidy cabling runs along the track with neat ties, and the floor line beside it appears clean. Viewed from track level at a practical working angle, the door panels pass in the background as a quiet blur that suggests motion, with natural shadows falling along the hardware. The relaxed hand, visible skin texture, and precise placement of the parts convey careful workmanship and a dependable setup, with the sensor remaining the clear focal point. 
Random10051_Prompt4	 Dynamic arrival moment: side view of an apartment door swinging open into a bright, tidy guest bedroom. A traveler’s hand (light brown skin) turns the key while suitcase wheels glide mid-roll across smooth flooring; no face shown. Inside: made bed, folded towels, soft light pooling on a bedside table. Implied before/after via lighting: dim hallway to sunlit, organized room. Subtle reflections on the door handle, realistic motion blur on suitcase wheels. 35mm prime, f/2.8, shallow depth, door handle and suitcase handle in crisp focus, room softly bokeh’d. Correct anatomy, natural hands and limbs, sharp focus, clean composition, uncluttered background, no extra text, no logos, no watermark, no UI elements, natural materials. 	 Seen from the hallway, an apartment door swings open into a bright, tidy guest bedroom. A traveler with light brown skin turns the key, their hand resting on a brushed metal handle that catches soft reflections, while a suitcase glides mid-roll over smooth wood flooring. Only the hand and suitcase handle are in view. Sunlight spills across the room, pooling on a bedside table beside a neatly made bed with folded towels, and gentle shadows fall across the linens and floor. The handle and suitcase details appear crisp, with a faint motion on the wheels, while the room beyond falls softly out of focus. The transition from the dim hallway to the sunlit, organized space conveys a welcoming arrival. 
Random10045_Prompt4	 A homeowner’s hand (female, 50s, fair complexion) presses a wall-mounted garage door opener button at a natural slight angle; subtle reflections match ambient light. The door begins its smooth glide, sunlight streaks on the concrete, quiet operation implied by calm expressions of people in the background, not looking at camera. Natural perspective, 50mm prime, shallow depth f/2.8; sharp focus on the button and fingertip, soft bokeh on the moving panels. Correct anatomy, natural hands, realistic proportions, clean composition, uncluttered background. Reliable, efficient outcome centered. No extra text, no logos, no watermark, no UI elements. 	 A woman in her fifties presses a wall-mounted garage door opener, her fair hand angled naturally as her fingertip settles on the slightly textured button. The switch plate sits on a tidy painted wall with a soft sheen where the light catches, and delicate reflections travel across the plastic and surrounding surface.  In the background, the garage door begins its smooth glide upward. Sunlight pours in and lays warm streaks across the concrete floor, with gentle shadows stretching toward the interior. The moving panels soften into a pleasant blur, while the button and fingertip remain crisp, revealing fine skin lines, subtle veins, and the small bevel of the control.  A couple of people pass through the scene with relaxed, calm expressions, absorbed in their own tasks and not engaging the camera, reinforcing a quiet, effortless moment. Colors feel natural and subdued—muted neutrals of the wall and door touched by warm daylight—and textures are clearly visible, from the faint grain of the concrete to the slight satin sheen on the door panels. The space appears uncluttered and orderly, giving a sense of reliable, efficient operation within a comfortable home setting. 
Random10044_Prompt1	 Photorealistic utility-closet scene: a residential metal air handler installed with a matching copper evaporator coil, insulated suction line, neatly sealed HVAC ductwork (mastic and foil tape), and a clean PVC condensate trap. A technician’s gloved hand tightens a panel screw with a nut driver; face out of frame, candid, not looking at camera. Emphasize textures: galvanized steel, copper tubing, aluminum fins, matte insulation. Practical lighting, soft side glow, subtle reflections on the metal. 50mm prime lens, natural perspective, f/2.8 shallow depth of field; the unit is the focal point, background slightly blurred and uncluttered. Professional, trustworthy vibe; affordable utility implied by tidy, code‑like details. Correct anatomy, natural hands and limbs. No extra text, no logos, no watermark, no UI elements. 	 In a small utility closet, a residential metal air handler sits neatly against a painted wall, paired with a warm copper evaporator coil and an insulated suction line that curves cleanly along the unit. The ductwork is sealed with smooth mastic and crisp foil tape, and a white PVC condensate trap runs tidy at the base. A technician’s gloved hand reaches in to tighten a panel screw with a nut driver; the grip looks natural and proportionate, and the face is out of view. Practical side lighting casts a gentle glow that brings out the grain of galvanized steel, the fine ridges of aluminum fins, the mellow sheen of copper, and the matte texture of insulation, with subtle reflections and soft, grounded shadows. The unit holds focus while the background falls gently out of view, uncluttered and quiet. The moment feels workmanlike and trustworthy, with orderly, code‑conscious details that convey solid, affordable service.
Random10045_Prompt5	 Light commercial shop at dusk: the sectional garage door rolls down smoothly, crisp alignment along tracks. A technician (early 30s, Asian, neutral workwear) coils cables near a tidy tool bag; an unbranded van softly blurred in the background. Natural perspective, 50mm prime, shallow depth f/2.8; warm exterior light, subtle bokeh, clean lines convey professional trust and fast local service. Correct anatomy, natural posture, realistic proportions, candid interaction (no one looking at camera), sharp focus on the moving door edge and rails, uncluttered scene. No extra text, no logos, no watermark, no UI elements. 	 A small commercial storefront at dusk, quiet and orderly. A sectional garage door glides down along its tracks, the panels neatly aligned and the metal rails catching warm light from exterior fixtures. A technician in his early thirties, Asian, in simple neutral workwear, kneels beside a tidy tool bag and calmly coils a cable, focused on the task with a relaxed, natural posture. In the background, a plain service van rests near the curb, softened by the evening blur and cooler shadows. The door’s textured surface, rollers, and track hardware show crisp detail, while the concrete and painted trim carry gentle reflections from the last amber light. Soft depth separates the foreground from the street, and the scene remains uncluttered with clean lines and a steady, practical mood, like a candid moment of quick, attentive local work at the end of the day. 
